[17-Dec-2014 14:19:09 UTC] PHP Fatal error:  Call to a member function register() on a non-object in /home/ubuntu/workspace/views/register.php on line 29
[17-Dec-2014 14:23:30 UTC] PHP Warning:  include(includes/init.php): failed to open stream: No such file or directory in /home/ubuntu/workspace/views/register.php on line 17
[17-Dec-2014 14:23:30 UTC] PHP Warning:  include(): Failed opening 'includes/init.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /home/ubuntu/workspace/views/register.php on line 17
[17-Dec-2014 14:23:31 UTC] PHP Warning:  include(includes/init.php): failed to open stream: No such file or directory in /home/ubuntu/workspace/views/register.php on line 17
[17-Dec-2014 14:23:31 UTC] PHP Warning:  include(): Failed opening 'includes/init.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /home/ubuntu/workspace/views/register.php on line 17
[17-Dec-2014 14:23:31 UTC] PHP Notice:  Undefined variable: user in /home/ubuntu/workspace/views/register.php on line 31
[17-Dec-2014 14:23:31 UTC] PHP Fatal error:  Call to a member function register() on a non-object in /home/ubuntu/workspace/views/register.php on line 31
[17-Dec-2014 14:28:09 UTC] PHP Notice:  Undefined property: PDOStatement::$num_rows in /home/ubuntu/workspace/model/user.class.php on line 315
[17-Dec-2014 14:28:09 UTC] PHP Fatal error:  Call to undefined method PDO::real_escape_string() in /home/ubuntu/workspace/model/user.class.php on line 162
[17-Dec-2014 14:30:18 UTC] PHP Notice:  Undefined property: PDOStatement::$num_rows in /home/ubuntu/workspace/model/user.class.php on line 316
[17-Dec-2014 14:30:18 UTC] PHP Fatal error:  Call to undefined method PDO::real_escape_string() in /home/ubuntu/workspace/model/user.class.php on line 161
[17-Dec-2014 14:31:03 UTC] PHP Notice:  Undefined property: PDOStatement::$num_rows in /home/ubuntu/workspace/model/user.class.php on line 317
[17-Dec-2014 14:31:03 UTC] PHP Fatal error:  Call to undefined method PDO::real_escape_string() in /home/ubuntu/workspace/model/user.class.php on line 161
[17-Dec-2014 14:31:34 UTC] PHP Notice:  Undefined property: PDOStatement::$num_rows in /home/ubuntu/workspace/model/user.class.php on line 318
[17-Dec-2014 14:31:34 UTC] PHP Fatal error:  Call to undefined method PDO::real_escape_string() in /home/ubuntu/workspace/model/user.class.php on line 161
[17-Dec-2014 14:32:18 UTC] PHP Notice:  Undefined property: PDOStatement::$num_rows in /home/ubuntu/workspace/model/user.class.php on line 317
[17-Dec-2014 14:32:18 UTC] PHP Notice:  Undefined property: PDOStatement::$num_rows in /home/ubuntu/workspace/model/user.class.php on line 318
[17-Dec-2014 14:32:18 UTC] PHP Fatal error:  Call to undefined method PDO::real_escape_string() in /home/ubuntu/workspace/model/user.class.php on line 161
[17-Dec-2014 14:33:59 UTC] PHP Notice:  Undefined property: PDOStatement::$num_rows in /home/ubuntu/workspace/model/user.class.php on line 318
[17-Dec-2014 14:33:59 UTC] PHP Fatal error:  Call to undefined method PDO::real_escape_string() in /home/ubuntu/workspace/model/user.class.php on line 162
[17-Dec-2014 14:34:20 UTC] PHP Notice:  Undefined property: PDOStatement::$num_rows in /home/ubuntu/workspace/model/user.class.php on line 318
[17-Dec-2014 14:34:20 UTC] PHP Fatal error:  Call to undefined method PDO::real_escape_string() in /home/ubuntu/workspace/model/user.class.php on line 162
[17-Dec-2014 14:34:41 UTC] PHP Notice:  Undefined property: PDOStatement::$num_rows in /home/ubuntu/workspace/model/user.class.php on line 318
[17-Dec-2014 14:34:41 UTC] PHP Fatal error:  Call to undefined method PDO::real_escape_string() in /home/ubuntu/workspace/model/user.class.php on line 162
[17-Dec-2014 14:35:04 UTC] PHP Notice:  Undefined property: PDOStatement::$num_rows in /home/ubuntu/workspace/model/user.class.php on line 318
[17-Dec-2014 14:35:04 UTC] PHP Fatal error:  Call to undefined function tostring() in /home/ubuntu/workspace/model/user.class.php on line 161
[17-Dec-2014 14:48:36 UTC] PHP Parse error:  syntax error, unexpected '=>' (T_DOUBLE_ARROW) in /home/ubuntu/workspace/model/db.class.php on line 32
[17-Dec-2014 14:53:03 UTC] PHP Fatal error:  Call to undefined method PDO::real_escape_string() in /home/ubuntu/workspace/model/user.class.php on line 160
